#Time (S)	Lockin (mV)	Temp (V)
262.94	0.879593	2.147217
263.46	0.877396	2.145653
263.98	0.881012	2.142944
264.50	0.877716	2.149048
265.02	0.877029	2.153664
265.54	0.876663	2.150154
266.06	0.875198	2.145996
266.58	0.873459	2.144661
267.10	0.869934	2.148972
267.62	0.864258	2.152178
268.14	0.866730	2.149467
268.66	0.864853	2.145081
269.18	0.861511	2.146606
269.70	0.861923	2.150459
270.22	0.854507	2.152557
270.74	0.863434	2.150650
271.26	0.866409	2.150497
271.78	0.867737	2.145386
272.30	0.863983	2.150040
272.82	0.869659	2.154922
273.35	0.873093	2.147217
273.86	0.871765	2.153130
274.38	0.872131	2.152214
274.90	0.867004	2.146797
275.42	0.868881	2.144623
275.94	0.866867	2.149658
276.46	0.866135	2.151833
276.98	0.866318	2.149696
277.50	0.866043	2.146492
278.02	0.863525	2.146950
278.54	0.865082	2.150116
279.06	0.865356	2.153282
279.58	0.864807	2.146912
280.11	0.870306	2.151863
280.63	0.871307	2.151108
281.15	0.868195	2.145538
281.67	0.868423	2.145538
282.19	0.869110	2.148972
282.71	0.866455	2.152290
283.23	0.862976	2.148209
283.75	0.863663	2.145615
284.27	0.863113	2.146111
284.79	0.861465	2.151299
285.31	0.863571	2.153206
285.83	0.861099	2.147293
286.35	0.863022	2.144127
286.87	0.862061	2.148056
287.39	0.862701	2.152252
287.91	0.862610	2.151909
288.43	0.866409	2.148094
288.95	0.867050	2.146149
289.47	0.867737	2.151375
289.99	0.870804	2.152977
290.51	0.871902	2.149773
291.03	0.871948	2.145081
291.55	0.875381	2.146721
292.07	0.874878	2.150383
292.59	0.875748	2.152824
293.11	0.875610	2.146797
293.63	0.875381	2.144051
294.15	0.877533	2.150116
294.67	0.874924	2.151642
295.19	0.874649	2.151489
295.71	0.874146	2.146721
296.23	0.871582	2.144089
296.75	0.859406	2.150459
297.27	0.859360	2.152100
297.79	0.863708	2.148285
298.31	0.866776	2.145767
298.83	0.869614	2.147293
299.35	0.869156	2.150993
299.87	0.870850	2.153625
300.39	0.868744	2.149315
300.91	0.869797	2.144432
301.43	0.869843	2.147217
301.95	0.864624	2.151337
302.47	0.866364	2.151680
302.99	0.866409	2.149277
303.51	0.862747	2.145042
304.03	0.862152	2.148018
304.55	0.862747	2.153625
305.07	0.862152	2.151794
305.59	0.860687	2.147865
306.11	0.861328	2.146835
306.63	0.861832	2.149658
307.15	0.861237	2.152061
307.67	0.860641	2.149086
308.19	0.862564	2.146492
308.71	0.862381	2.145462
309.23	0.862930	2.150154
309.75	0.861694	2.152863
310.27	0.863205	2.150497
310.79	0.863434	2.145500
311.31	0.867096	2.146149
311.83	0.864258	2.150574
312.35	0.865585	2.153740
312.87	0.869843	2.149811
313.39	0.875153	2.116089
313.91	0.884033	2.033882
314.43	0.900284	1.944160
314.96	0.880646	1.842880
315.48	0.909531	1.760826
316.00	0.918640	1.688538
316.53	0.933701	1.619034
317.05	0.952057	1.561470
317.58	0.969360	1.490746
318.10	0.966660	1.425514
318.62	0.981308	1.360931
319.15	1.007126	1.307526
319.67	1.035507	1.263046
320.20	1.056381	1.230240
320.72	1.069748	1.194725
321.25	1.087051	1.172104
321.77	1.117126	1.152573
322.29	1.140106	1.136169
322.81	1.168030	1.125374
323.33	1.186386	1.121025
323.85	1.216187	1.116714
324.38	1.251846	1.109657
324.90	1.283981	1.106567
325.42	1.298904	1.102142
325.94	1.323807	1.101990
326.47	1.334198	1.098366
326.99	1.343811	1.097527
327.51	1.384460	1.097031
328.03	1.407532	1.094933
328.55	1.335892	1.091995
329.07	1.477478	1.090202
329.59	1.499496	1.091576
330.11	1.484848	1.091690
330.63	1.569672	1.088142
331.15	1.595352	1.086273
331.67	1.617325	1.086388
332.19	1.640671	1.086731
332.71	1.359833	1.085548
333.23	1.591873	1.082916
333.75	1.614349	1.081314
334.27	1.631790	1.082840
334.79	1.543396	1.083984
335.31	1.709198	1.081161
335.83	1.732910	1.079216
336.35	1.756073	1.078110
336.87	1.773422	1.079483
337.39	1.792877	1.079903
337.91	1.787659	1.077766
338.43	1.785370	1.076927
338.95	1.835083	1.076508
339.47	1.853989	1.079216
339.99	1.876556	1.076927
340.51	1.889511	1.073799
341.03	1.902924	1.073799
341.56	1.931992	1.075249
342.08	1.936844	1.072807
342.60	1.955429	1.072807
343.12	1.965042	1.074181
343.64	1.894180	1.073914
344.16	2.036682	1.071968
344.68	2.059158	1.069984
345.20	2.081497	1.071167
345.72	2.099899	1.072578
346.24	2.122971	1.070900
346.76	2.138947	1.069298
347.28	2.122650	1.068459
347.80	2.175888	1.069641
348.32	2.193741	1.069603
