Time (S)	Lockin (mV)	Temp (V)
753.90	0.238076	0.839510
755.43	0.239155	0.839188
756.96	0.234838	0.838328
758.48	0.234838	0.836387
760.01	0.236071	0.836336
761.54	0.231445	0.834948
763.06	0.237492	0.834052
764.59	0.237767	0.832854
766.12	0.235609	0.832314
767.64	0.236688	0.831003
769.17	0.237767	0.830438
770.70	0.239155	0.829102
772.23	0.239926	0.828086
773.76	0.238384	0.827457
775.28	0.240697	0.826557
776.81	0.242393	0.824604
778.34	0.236071	0.824296
779.87	0.245940	0.823114
781.40	0.249794	0.822356
782.92	0.243010	0.821212
784.45	0.243781	0.820775
785.98	0.243627	0.819554
787.51	0.245940	0.818257
789.04	0.242701	0.817858
790.56	0.247790	0.816740
792.09	0.245169	0.815571
793.62	0.249640	0.814505
795.15	0.246556	0.813669
796.68	0.245631	0.813168
798.20	0.248407	0.812243
799.73	0.251645	0.811292
801.26	0.250103	0.810123
802.79	0.248561	0.809609
804.32	0.247636	0.808491
805.84	0.252262	0.807450
807.37	0.253341	0.807180
808.90	0.253341	0.806435
810.43	0.252570	0.805626
811.96	0.257504	0.804713
813.48	0.252107	0.803274
815.01	0.251953	0.802747
816.54	0.258275	0.801552
818.07	0.260125	0.800833
819.60	0.260125	0.800396
821.12	0.260434	0.798507
822.65	0.255500	0.797942
824.18	0.253958	0.797556
825.71	0.261205	0.796425
827.24	0.256425	0.794973
828.76	0.266139	0.794035
830.29	0.260896	0.793470
831.82	0.257042	0.792146
833.35	0.260125	0.791954
834.88	0.262593	0.790489
836.40	0.264597	0.790296
837.93	0.265214	0.788677
839.46	0.266602	0.787572
840.99	0.262284	0.787688
842.52	0.264443	0.785850
844.04	0.259046	0.785156
845.57	0.263209	0.784629
847.10	0.266910	0.783858
848.63	0.269377	0.782149
850.16	0.271382	0.781970
851.68	0.266910	0.780723
853.21	0.268452	0.779862
854.74	0.270302	0.778577
856.26	0.267493	0.779246
857.79	0.271998	0.776778
859.32	0.270919	0.776547
860.84	0.268452	0.774697
862.37	0.271844	0.774401
863.90	0.266756	0.773836
865.43	0.270594	0.773926
866.96	0.274580	0.770614
868.48	0.272924	0.771921
870.01	0.272615	0.769968
871.54	0.273386	0.769878
873.07	0.271536	0.767694
874.60	0.276162	0.767321
876.12	0.281281	0.766238
877.64	0.276470	0.766627
879.17	0.278475	0.764803
880.70	0.275699	0.765394
882.22	0.280969	0.764407
883.74	0.277697	0.763537
885.26	0.276042	0.762573
886.79	0.271694	0.759423
888.45	0.283921	0.758452
889.99	0.284410	0.759209
891.52	0.278783	0.758828
893.04	0.281413	0.756877
894.57	0.282329	0.757311
896.09	0.283307	0.756901
897.62	0.280787	0.755461
899.15	0.278166	0.754934
900.68	0.281558	0.753624
902.20	0.279683	0.754806
903.72	0.292322	0.750840
905.27	0.280656	0.750149
906.80	0.287605	0.750131
908.32	0.284951	0.750283
909.85	0.283619	0.748356
911.38	0.286801	0.749550
912.91	0.288651	0.749011
914.44	0.287572	0.747893
915.96	0.286580	0.746330
917.48	0.287264	0.745618
919.01	0.285259	0.744873
920.54	0.289114	0.744128
922.06	0.290787	0.744226
923.59	0.288651	0.744076
925.12	0.289422	0.742393
926.64	0.288035	0.741622
928.17	0.294511	0.741185
929.70	0.296515	0.740890
931.23	0.293894	0.739271
932.75	0.292345	0.739045
934.28	0.287826	0.739434
935.80	0.295436	0.737677
937.33	0.294356	0.735981
938.86	0.297749	0.735647
940.39	0.296053	0.734992
941.92	0.296515	0.735069
943.45	0.296053	0.733129
944.98	0.294048	0.733270
946.51	0.294973	0.732974
948.04	0.296669	0.733180
949.56	0.300833	0.731355
951.09	0.298828	0.731458
952.62	0.296207	0.731034
954.15	0.301295	0.728721
955.68	0.297286	0.728194
957.20	0.297132	0.727462
958.73	0.294356	0.727680
960.26	0.295898	0.727141
961.79	0.300062	0.725522
963.32	0.286030	0.725367
964.84	0.289576	0.723530
966.37	0.288189	0.722900
967.90	0.295282	0.723556
969.43	0.293431	0.722618
970.96	0.299907	0.721487
972.48	0.299599	0.720832
